path,structuremode,solvent,charge,tautomer,conformer,name
flexisol/solv/octanol/bifenox_chrg0_t0_c6,solv,octanol,0,0,6,bifenox
flexisol/solv/octanol/bifenox_chrg0_t0_c7,solv,octanol,0,0,7,bifenox
flexisol/solv/octanol/bifenox_chrg0_t0_c8,solv,octanol,0,0,8,bifenox
flexisol/solv/octanol/bifenox_chrg0_t0_c9,solv,octanol,0,0,9,bifenox
flexisol/solv/octanol/bitertanol_chrg0_t0_c0,solv,octanol,0,0,0,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c1,solv,octanol,0,0,1,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c10,solv,octanol,0,0,10,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c11,solv,octanol,0,0,11,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c2,solv,octanol,0,0,2,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c3,solv,octanol,0,0,3,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c4,solv,octanol,0,0,4,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c5,solv,octanol,0,0,5,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c6,solv,octanol,0,0,6,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c7,solv,octanol,0,0,7,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c8,solv,octanol,0,0,8,bitertanol
flexisol/solv/octanol/bitertanol_chrg0_t0_c9,solv,octanol,0,0,9,bitertanol
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c0,solv,octanol,0,0,0,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c1,solv,octanol,0,0,1,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c10,solv,octanol,0,0,10,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c11,solv,octanol,0,0,11,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c12,solv,octanol,0,0,12,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c13,solv,octanol,0,0,13,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c14,solv,octanol,0,0,14,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c15,solv,octanol,0,0,15,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c16,solv,octanol,0,0,16,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c2,solv,octanol,0,0,2,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c3,solv,octanol,0,0,3,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c4,solv,octanol,0,0,4,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c5,solv,octanol,0,0,5,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c6,solv,octanol,0,0,6,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c7,solv,octanol,0,0,7,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c8,solv,octanol,0,0,8,bitertanol-b
flexisol/solv/octanol/bitertanol-b_chrg0_t0_c9,solv,octanol,0,0,9,bitertanol-b
flexisol/solv/octanol/brofenprox_chrg0_t0_c0,solv,octanol,0,0,0,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c1,solv,octanol,0,0,1,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c10,solv,octanol,0,0,10,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c11,solv,octanol,0,0,11,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c12,solv,octanol,0,0,12,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c13,solv,octanol,0,0,13,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c14,solv,octanol,0,0,14,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c15,solv,octanol,0,0,15,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c16,solv,octanol,0,0,16,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c17,solv,octanol,0,0,17,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c18,solv,octanol,0,0,18,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c19,solv,octanol,0,0,19,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c2,solv,octanol,0,0,2,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c20,solv,octanol,0,0,20,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c21,solv,octanol,0,0,21,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c22,solv,octanol,0,0,22,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c23,solv,octanol,0,0,23,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c24,solv,octanol,0,0,24,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c25,solv,octanol,0,0,25,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c26,solv,octanol,0,0,26,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c27,solv,octanol,0,0,27,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c28,solv,octanol,0,0,28,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c29,solv,octanol,0,0,29,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c3,solv,octanol,0,0,3,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c30,solv,octanol,0,0,30,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c31,solv,octanol,0,0,31,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c32,solv,octanol,0,0,32,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c33,solv,octanol,0,0,33,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c34,solv,octanol,0,0,34,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c4,solv,octanol,0,0,4,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c5,solv,octanol,0,0,5,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c6,solv,octanol,0,0,6,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c7,solv,octanol,0,0,7,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c8,solv,octanol,0,0,8,brofenprox
flexisol/solv/octanol/brofenprox_chrg0_t0_c9,solv,octanol,0,0,9,brofenprox
flexisol/solv/octanol/bromocriptine_chrg0_t0_c0,solv,octanol,0,0,0,bromocriptine
flexisol/solv/octanol/bromocriptine_chrg0_t0_c1,solv,octanol,0,0,1,bromocriptine
flexisol/solv/octanol/bromocriptine_chrg0_t0_c2,solv,octanol,0,0,2,bromocriptine
flexisol/solv/octanol/bromocriptine_chrg0_t0_c3,solv,octanol,0,0,3,bromocriptine
flexisol/solv/octanol/bromocriptine_chrg0_t0_c4,solv,octanol,0,0,4,bromocriptine
flexisol/solv/octanol/bromocriptine_chrg0_t0_c5,solv,octanol,0,0,5,bromocriptine
flexisol/solv/octanol/bromocriptine_chrg0_t0_c6,solv,octanol,0,0,6,bromocriptine
flexisol/solv/octanol/bromofenoxim_chrg0_t0_c0,solv,octanol,0,0,0,bromofenoxim
flexisol/solv/octanol/bromoperidol_chrg0_t0_c0,solv,octanol,0,0,0,bromoperidol
flexisol/solv/octanol/bromoperidol_chrg0_t0_c1,solv,octanol,0,0,1,bromoperidol
flexisol/solv/octanol/bromoperidol_chrg0_t0_c2,solv,octanol,0,0,2,bromoperidol
flexisol/solv/octanol/bromoperidol_chrg0_t0_c3,solv,octanol,0,0,3,bromoperidol
flexisol/solv/octanol/bromoperidol_chrg0_t0_c4,solv,octanol,0,0,4,bromoperidol
flexisol/solv/octanol/bumetanide_chrg0_t0_c0,solv,octanol,0,0,0,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c1,solv,octanol,0,0,1,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c10,solv,octanol,0,0,10,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c11,solv,octanol,0,0,11,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c12,solv,octanol,0,0,12,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c13,solv,octanol,0,0,13,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c14,solv,octanol,0,0,14,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c15,solv,octanol,0,0,15,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c16,solv,octanol,0,0,16,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c17,solv,octanol,0,0,17,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c18,solv,octanol,0,0,18,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c19,solv,octanol,0,0,19,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c2,solv,octanol,0,0,2,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c20,solv,octanol,0,0,20,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c21,solv,octanol,0,0,21,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c22,solv,octanol,0,0,22,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c23,solv,octanol,0,0,23,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c24,solv,octanol,0,0,24,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c25,solv,octanol,0,0,25,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c26,solv,octanol,0,0,26,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c27,solv,octanol,0,0,27,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c28,solv,octanol,0,0,28,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c29,solv,octanol,0,0,29,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c3,solv,octanol,0,0,3,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c30,solv,octanol,0,0,30,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c31,solv,octanol,0,0,31,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c32,solv,octanol,0,0,32,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c33,solv,octanol,0,0,33,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c34,solv,octanol,0,0,34,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c35,solv,octanol,0,0,35,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c36,solv,octanol,0,0,36,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c37,solv,octanol,0,0,37,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c38,solv,octanol,0,0,38,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c39,solv,octanol,0,0,39,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c4,solv,octanol,0,0,4,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c40,solv,octanol,0,0,40,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c41,solv,octanol,0,0,41,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c42,solv,octanol,0,0,42,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c43,solv,octanol,0,0,43,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c44,solv,octanol,0,0,44,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c45,solv,octanol,0,0,45,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c46,solv,octanol,0,0,46,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c47,solv,octanol,0,0,47,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c48,solv,octanol,0,0,48,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c49,solv,octanol,0,0,49,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c5,solv,octanol,0,0,5,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c50,solv,octanol,0,0,50,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c51,solv,octanol,0,0,51,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c52,solv,octanol,0,0,52,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c53,solv,octanol,0,0,53,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c54,solv,octanol,0,0,54,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c55,solv,octanol,0,0,55,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c56,solv,octanol,0,0,56,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c57,solv,octanol,0,0,57,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c58,solv,octanol,0,0,58,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c6,solv,octanol,0,0,6,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c7,solv,octanol,0,0,7,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c8,solv,octanol,0,0,8,bumetanide
flexisol/solv/octanol/bumetanide_chrg0_t0_c9,solv,octanol,0,0,9,bumetanide
flexisol/solv/octanol/buspirone_chrg0_t0_c0,solv,octanol,0,0,0,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c1,solv,octanol,0,0,1,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c10,solv,octanol,0,0,10,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c11,solv,octanol,0,0,11,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c12,solv,octanol,0,0,12,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c13,solv,octanol,0,0,13,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c14,solv,octanol,0,0,14,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c15,solv,octanol,0,0,15,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c16,solv,octanol,0,0,16,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c17,solv,octanol,0,0,17,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c18,solv,octanol,0,0,18,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c19,solv,octanol,0,0,19,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c2,solv,octanol,0,0,2,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c20,solv,octanol,0,0,20,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c21,solv,octanol,0,0,21,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c22,solv,octanol,0,0,22,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c23,solv,octanol,0,0,23,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c24,solv,octanol,0,0,24,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c25,solv,octanol,0,0,25,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c26,solv,octanol,0,0,26,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c27,solv,octanol,0,0,27,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c28,solv,octanol,0,0,28,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c29,solv,octanol,0,0,29,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c3,solv,octanol,0,0,3,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c30,solv,octanol,0,0,30,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c31,solv,octanol,0,0,31,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c32,solv,octanol,0,0,32,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c33,solv,octanol,0,0,33,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c34,solv,octanol,0,0,34,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c35,solv,octanol,0,0,35,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c36,solv,octanol,0,0,36,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c37,solv,octanol,0,0,37,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c38,solv,octanol,0,0,38,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c39,solv,octanol,0,0,39,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c4,solv,octanol,0,0,4,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c40,solv,octanol,0,0,40,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c41,solv,octanol,0,0,41,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c42,solv,octanol,0,0,42,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c43,solv,octanol,0,0,43,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c44,solv,octanol,0,0,44,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c45,solv,octanol,0,0,45,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c46,solv,octanol,0,0,46,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c47,solv,octanol,0,0,47,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c48,solv,octanol,0,0,48,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c49,solv,octanol,0,0,49,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c5,solv,octanol,0,0,5,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c50,solv,octanol,0,0,50,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c51,solv,octanol,0,0,51,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c52,solv,octanol,0,0,52,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c53,solv,octanol,0,0,53,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c54,solv,octanol,0,0,54,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c55,solv,octanol,0,0,55,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c56,solv,octanol,0,0,56,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c57,solv,octanol,0,0,57,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c58,solv,octanol,0,0,58,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c59,solv,octanol,0,0,59,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c6,solv,octanol,0,0,6,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c60,solv,octanol,0,0,60,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c61,solv,octanol,0,0,61,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c62,solv,octanol,0,0,62,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c63,solv,octanol,0,0,63,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c64,solv,octanol,0,0,64,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c65,solv,octanol,0,0,65,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c66,solv,octanol,0,0,66,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c67,solv,octanol,0,0,67,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c68,solv,octanol,0,0,68,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c69,solv,octanol,0,0,69,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c7,solv,octanol,0,0,7,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c70,solv,octanol,0,0,70,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c71,solv,octanol,0,0,71,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c72,solv,octanol,0,0,72,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c73,solv,octanol,0,0,73,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c74,solv,octanol,0,0,74,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c75,solv,octanol,0,0,75,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c76,solv,octanol,0,0,76,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c77,solv,octanol,0,0,77,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c78,solv,octanol,0,0,78,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c79,solv,octanol,0,0,79,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c8,solv,octanol,0,0,8,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c80,solv,octanol,0,0,80,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c81,solv,octanol,0,0,81,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c82,solv,octanol,0,0,82,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c83,solv,octanol,0,0,83,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c84,solv,octanol,0,0,84,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c85,solv,octanol,0,0,85,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c86,solv,octanol,0,0,86,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c87,solv,octanol,0,0,87,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c88,solv,octanol,0,0,88,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c89,solv,octanol,0,0,89,buspirone
flexisol/solv/octanol/buspirone_chrg0_t0_c9,solv,octanol,0,0,9,buspirone
flexisol/solv/octanol/butorphanol_chrg0_t0_c0,solv,octanol,0,0,0,butorphanol
flexisol/solv/octanol/butorphanol_chrg0_t0_c1,solv,octanol,0,0,1,butorphanol
flexisol/solv/octanol/butorphanol_chrg0_t0_c2,solv,octanol,0,0,2,butorphanol
flexisol/solv/octanol/butorphanol_chrg0_t0_c3,solv,octanol,0,0,3,butorphanol
flexisol/solv/octanol/butorphanol_chrg0_t0_c4,solv,octanol,0,0,4,butorphanol
flexisol/solv/octanol/cabergoline_chrg0_t0_c0,solv,octanol,0,0,0,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c1,solv,octanol,0,0,1,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c10,solv,octanol,0,0,10,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c11,solv,octanol,0,0,11,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c12,solv,octanol,0,0,12,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c13,solv,octanol,0,0,13,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c14,solv,octanol,0,0,14,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c15,solv,octanol,0,0,15,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c16,solv,octanol,0,0,16,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c17,solv,octanol,0,0,17,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c18,solv,octanol,0,0,18,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c19,solv,octanol,0,0,19,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c2,solv,octanol,0,0,2,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c20,solv,octanol,0,0,20,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c21,solv,octanol,0,0,21,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c22,solv,octanol,0,0,22,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c23,solv,octanol,0,0,23,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c24,solv,octanol,0,0,24,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c25,solv,octanol,0,0,25,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c26,solv,octanol,0,0,26,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c27,solv,octanol,0,0,27,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c28,solv,octanol,0,0,28,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c29,solv,octanol,0,0,29,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c3,solv,octanol,0,0,3,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c30,solv,octanol,0,0,30,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c31,solv,octanol,0,0,31,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c32,solv,octanol,0,0,32,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c33,solv,octanol,0,0,33,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c34,solv,octanol,0,0,34,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c35,solv,octanol,0,0,35,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c36,solv,octanol,0,0,36,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c37,solv,octanol,0,0,37,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c38,solv,octanol,0,0,38,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c39,solv,octanol,0,0,39,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c4,solv,octanol,0,0,4,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c40,solv,octanol,0,0,40,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c41,solv,octanol,0,0,41,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c42,solv,octanol,0,0,42,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c43,solv,octanol,0,0,43,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c44,solv,octanol,0,0,44,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c45,solv,octanol,0,0,45,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c46,solv,octanol,0,0,46,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c47,solv,octanol,0,0,47,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c48,solv,octanol,0,0,48,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c49,solv,octanol,0,0,49,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c5,solv,octanol,0,0,5,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c50,solv,octanol,0,0,50,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c51,solv,octanol,0,0,51,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c6,solv,octanol,0,0,6,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c7,solv,octanol,0,0,7,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c8,solv,octanol,0,0,8,cabergoline
flexisol/solv/octanol/cabergoline_chrg0_t0_c9,solv,octanol,0,0,9,cabergoline
flexisol/solv/octanol/cafenstrole_chrg0_t0_c0,solv,octanol,0,0,0,cafenstrole
flexisol/solv/octanol/cafenstrole_chrg0_t0_c1,solv,octanol,0,0,1,cafenstrole
flexisol/solv/octanol/cafenstrole_chrg0_t0_c2,solv,octanol,0,0,2,cafenstrole
flexisol/solv/octanol/carbenicillin_chrg0_t0_c0,solv,octanol,0,0,0,carbenicillin
flexisol/solv/octanol/carbenicillin_chrg0_t0_c1,solv,octanol,0,0,1,carbenicillin
